keywords,sentence,article_no,source,title or content,
峨眉山,建议重点关注峨眉山（人事变动为公司带来经营改善和外延发展预期）、中国国旅（机场免税店招标&与日上中国的合作协同）、黄山旅游（内生和外延同时变化）、宋城演艺（龙头白马）及桂林旅游（业绩改善&转型预期）和丽江旅游（关注股权结构变化）,616,国内新闻,c,1
峨眉山,"
　　东莞证券表示，旅游行业二、三季度有望迎来恢复性增长，建议关注相关优质个股：黄山旅游(600054，股吧)(销售渠道完善、交通升级、外延扩张积极推进)、峨眉山A(2017年恢复性增长确定性较强、多元化经营和外延扩张持续推进)、丽江旅游(002033，股吧)(业绩有望平稳增长，估值合理，股东多次举牌显示发展信心)、中青旅(600138，股吧)(古北水镇",617,国内新闻,c,1
峨眉山,重点推荐：张家界、丽江旅游(002033，股吧)、三特索道(002159，股吧)、峨眉山A、腾邦国际,617,国内新闻,c,1
峨眉山,"
　　东莞证券表示，旅游行业二、三季度有望迎来恢复性增长，建议关注相关优质个股：黄山旅游(销售渠道完善、交通升级、外延扩张积极推进)、峨眉山A(2017年恢复性增长确定性较强、多元化经营和外延扩张持续推进)、丽江旅游(业绩有望平稳增长，估值合理，股东多次举牌显示发展信心)、中青旅(古北水镇客流有望继续大幅增长，乌镇门票提价有望增厚业",618,国内新闻,c,1
峨眉山,重点推荐：张家界、丽江旅游、三特索道、峨眉山A、腾邦国际,618,国内新闻,c,1
峨眉山,"重点推荐：
　　中国国旅、中青旅、凯撒旅游、峨眉山A 及黄山旅游",619,国内新闻,c,1
峨眉山,"投资组合中我们持续推荐中青旅、中国国旅和峨眉山 A，同时建议关注：首旅酒店、北部湾旅、黄山旅游、张家界、三特索道……【点击查看全文】
　　互联网彩票：彩票行业投资机会再来 关注5股
　　关于未来互联网售彩模式的猜想：猜想一、中央绝对集权模式即“12306”模式；猜想二、国家大数据库+向少数售彩网站开放接口；猜想三、中央将PC端售彩权利回收，移动端售彩权利放给地方",620,国内新闻,c,1
峨眉山,重点推荐关注个股：黄山旅游（600054）、中青旅（600138）、峨眉山A（000888）、宋城演艺（300144）、中国国旅（601888）,621,国内新闻,c,1
峨眉山,同时建议关注：众信旅游、宋城演艺和峨眉山,622,国内新闻,c,1
峨眉山,"
　　东莞证券表示，旅游行业二、三季度有望迎来恢复性增长，建议关注相关优质个股：黄山旅游（17.65 +0.57%，买入）（销售渠道完善、交通升级、外延扩张积极推进）、峨眉山A（12.29 -0.16%，买入） （2017年恢复性增长确定性较强、多元化经营和外延扩张持续推进）、丽江旅游（10.08 -1.37%，买入）（业绩有望平稳增长，估值合理，股东多次举牌显示发",623,国内新闻,c,1
峨眉山,如今的每股四百块钱，你可能站在的就不是香山上了，你可能就是站在泰山或者峨眉山去看下边了，你就会一揽众山小了,624,国内新闻,c,0
峨眉山,我们建议重点关注国企改革推进中资源整合及资本运作预期强的个股峨眉山A、云南旅游、黄山旅游、中国国航、东方航空、南方航空,625,国内新闻,c,1
峨眉山,4.旅游旺季到来，预计客流在去年低基数情况下将大幅增长，优质景区个股将因此受益，建议关注峨眉山A、黄山旅游、桂林旅游、九华旅游,625,国内新闻,c,1
峨眉山,"综上，本周我们推荐黄山旅游，中国国旅，峨眉山A 及张家界……
　　前期市场风格切换过程中，回调较多，但业绩弹性较好的成长股仍可配置",626,国内新闻,c,1
峨眉山,"
　　索道具备提价条件，成本费用压缩空间较大
　　1）提价方面：和同类景区公司相比，峨眉山索道价格较低",627,国内新闻,c,2
峨眉山,"
　　基本面具有改善空间，存资源整合预期，维持“增持”
　　17 年成绵乐城际增加峨眉山站点班次，5 月达速验收后成都至峨眉山行程缩至1 小时内，对峨眉山客流有进一步提振，公司积极拓展文旅产业链",627,国内新闻,c,2
峨眉山,对标黄山旅游自15 年下半年领导班子更换以来盈利能力和估值同步攀升，此次峨眉山A 董事长变更同样值得期待,627,国内新闻,c,1
峨眉山,考虑景区板块公司17 年估值中位数为37-39 左右（中信行业分类），峨眉山资源稀缺，改革预期较强，内生外延均有看点，给予17 年36-40 倍PE，上调目标价区间至14.04-15.60 元，维持“增持”,627,国内新闻,c,1
峨眉山,[增持评级]峨眉山A(000888)更新报告：管理层变更 改革预期较强,627,国内新闻,t,1
峨眉山,我们建议重点关注国企改革推进中资源整合及资本运作预期强的景区龙头个股峨眉山A、桂林旅游、丽江旅游、云南旅游、黄山旅游、张家界,628,国内新闻,c,1
峨眉山,"
　　事件评论
　　设立旅游发展基金及峨眉山旅游投资开发公司加速旅游投资",629,国内新闻,c,2
峨眉山,《十条政策》要求设立100亿元旅游发展基金重点支持投资需求大、综合效益好的旅游项目；同时建立峨眉山旅游投资开发（集团）有限公司和乐山大佛旅游投资公司围绕全市旅游发展规划和重点旅游项目建设,629,国内新闻,c,2
峨眉山,峨眉山A 作为乐山市唯一旅游上市公司平台，有望获资金支持进行资源整合,629,国内新闻,c,1
峨眉山,峨眉雪芽及养生辣木均为峨眉山A 近年重点投资项目，峨眉雪芽拥有150万吨/年产能并获得多种茶类评选奖项，养生辣木符合养生保健定位；预计随着峨眉雪芽募集项目达到可使用状态和辣木产值提升未来有望获得政策奖励,629,国内新闻,c,1
峨眉山,"
　　实施入境旅游奖励、培育壮大旅行社，峨眉山客流有望持续增长",629,国内新闻,c,0
峨眉山,峨眉山A 旅行社业务16年收入1070万、同比增长88.48%，增长迅速，未来有望获政策激励组织团客人数提升，利好峨眉山整体客流量增长,629,国内新闻,c,1
峨眉山,参照黄山旅游2016年初管理层换届以来抓提质、控费用、“走下山、走出去”外延战略逐步扩地，叠加四川省“十三五”旅游业发展规划获原则通过 “大峨眉”建设再次摆在重要位置，我们预期峨眉山此次董事长变更也将为公司未来资产整合及发展空间带来新的期待,629,国内新闻,c,2
峨眉山,[买入评级]峨眉山A(000888)点评：乐山市发布旅游新政 利好峨眉山振翅高飞,629,国内新闻,t,1
峨眉山,"1-6月
预计付款
1
即墨创智新区北轴线景观工程
1，054.75
2，490.41
2
吉林市东山文化体育公园工程
1，613.00
1，237.00
3
烟台经济技术开发区沿海防护林（东巡宫路—峨眉山路）
森林抚育项目工程施工第一标段项目
2，266.78
794.00
4
东胜生态产业园工程
1，129.51
1，694.27
5
吴兴区东部新城西山漾生态湿地景观整治工程（一期）
1，20",630,国内新闻,c,2
峨眉山,"智新区北轴线景观工程
5，429.84
4，002.54
629.89
2
吉林市东山文化体育公园工程
8，798.16
3，713.00
895.02
3
烟台经济技术开发区沿海防护林（东巡
宫路—峨眉山路）森林抚育项目工程施
工第一标段项目
9，049.04
3，622.05
366.39
4
东胜生态产业园工程
9，585.48
3，450.60
5，000.00
5
吴兴区东部新城西山漾生",630,国内新闻,c,2
峨眉山,"苗木基地建设
项目、园林机械购
置项目
3，857.81
2，295.23
3，857.61
99.99%
2016年9月30日
-1，354.66
否
否
烟台经济技术开发区沿海防护林
（东巡宫路—峨眉山路）森林抚
育项目工程施工第一标段项目
绿化苗木基地建设
项目、园林机械购
置项目
3，681.33
2，175.52
2，888.64
78.47%
2016年12月31日
-871.23
否",630,国内新闻,c,2
峨眉山,"1-6月
预计付款
1
即墨创智新区北轴线景观工程
1，054.75
2，490.41
2
吉林市东山文化体育公园工程
1，613.00
1，237.00
3
烟台经济技术开发区沿海防护林（东巡宫路—峨眉山路）
森林抚育项目工程施工第一标段项目
2，266.78
794.00
4
东胜生态产业园工程
1，129.51
1，694.27
5
吴兴区东部新城西山漾生态湿地景观整治工程（一期）
1，20",631,国内新闻,c,2
峨眉山,"智新区北轴线景观工程
5，429.84
4，002.54
629.89
2
吉林市东山文化体育公园工程
8，798.16
3，713.00
895.02
3
烟台经济技术开发区沿海防护林（东巡
宫路—峨眉山路）森林抚育项目工程施
工第一标段项目
9，049.04
3，622.05
366.39
4
东胜生态产业园工程
9，585.48
3，450.60
5，000.00
5
吴兴区东部新城西山漾生",631,国内新闻,c,2
峨眉山,"苗木基地建设
项目、园林机械购
置项目
3，857.81
2，295.23
3，857.61
99.99%
2016年9月30日
-1，354.66
否
否
烟台经济技术开发区沿海防护林
（东巡宫路—峨眉山路）森林抚
育项目工程施工第一标段项目
绿化苗木基地建设
项目、园林机械购
置项目
3，681.33
2，175.52
2，888.64
78.47%
2016年12月31日
-871.23
否",631,国内新闻,c,2
峨眉山,16年度股东大会(000731) 四川美丰：召开2016年度股东大会(000796) 凯撒旅游：召开2017年度第2次临时股东大会(000828) 东莞控股：召开2016年度股东大会(000888) 峨眉山A:召开2017年度第1次临时股东大会(000910) 大亚圣象：召开2016年度股东大会(000970) 中科三环：召开2016年度股东大会(002036) 联创电子：召开2016年度股东大会,632,国内新闻,c,1
峨眉山,"大会 (000731) 四川美丰：召开2016年度股东大会 (000796) 凯撒旅游：召开2017年度第2次临时股东大会 (000828) 东莞控股：召开2016年度股东大会
　　(000888) 峨眉山A:召开2017年度第1次临时股东大会 (000910) 大亚圣象：召开2016年度股东大会 (000970) 中科三环：召开2016年度股东大会 (002036) 联创电子：召开2016年度股",633,国内新闻,c,1
峨眉山,品 安诺其 聚飞光电 中科三环 利达光电 安科生物 泰豪科技 舒泰神 东莞控股 昆药集团 腾达建设 柳州医药 美亚柏科 欣泰电气 中来股份 鹏辉能源 四川美丰 九强生物 海南瑞泽 园城黄金 凯撒旅游 峨眉山Ａ 威海广泰 金智科技 林州重机 柯利达 洲明科技 安井食品 中毅达 中毅达B 东音股份 玲珑轮胎 亚威股份 科士达 金 融 街 顺发恒业 茂化实华 大亚圣象 安琪酵母 顺络电子 海 利 得 森,634,国内新闻,c,0
峨眉山,品 安诺其 聚飞光电 中科三环 利达光电 安科生物 泰豪科技 舒泰神 东莞控股 昆药集团 腾达建设 柳州医药 美亚柏科 欣泰电气 中来股份 鹏辉能源 四川美丰 九强生物 海南瑞泽 园城黄金 凯撒旅游 峨眉山Ａ 威海广泰 金智科技 林州重机 柯利达 洲明科技 安井食品 中毅达 中毅达B 东音股份 玲珑轮胎 亚威股份 科士达 金 融 街 顺发恒业 茂化实华 大亚圣象 安琪酵母 顺络电子 海 利 得 森,635,国内新闻,c,0
峨眉山,"6年年度报告
　　海印股份现发布2016年年度报告
◆三百零三、(000862)银星能源：关于重大资产重组停牌的进展公告
　　银星能源现发布关于重大资产重组停牌的进展公告
◆三百零四、(000888)峨眉山Ａ：2017年第一次临时股东大会决议公告
　　峨眉山Ａ现发布2017年第一次临时股东大会决议公告
◆三百零五、(000890)法　尔　胜：独立董事关于聘任公司高级管理人员的独立意见
　　法　尔　",636,国内新闻,c,1
峨眉山,公司原董事长马总是峨眉山景区发展的领路人，但目前已经69岁高龄，此次辞职恰好为公司注入新的血液提供了契机,637,国内新闻,c,2
峨眉山,候选董事长王总在乐山从政经验丰富，先后在犍为县、乐山市国资委、峨眉山乐山大佛旅游集团总公司担任要职,637,国内新闻,c,2
峨眉山,1）新董事长在犍为县有相当长的从政经历，而公司此前参股的4A级景区桫椤湖、犍为小火车项目都在犍为县，距离峨眉山景区不到2小时的车程，我们预计这个区域内的旅游资源有可能成为公司走下山的第一个落脚点,637,国内新闻,c,2
峨眉山,2）新董事长在乐山市国资委、峨眉山乐山大佛集团有较长的任职经历，未来在集团旅游资源整合方面也有期待,637,国内新闻,c,2
峨眉山,16年度股东大会(000753) 漳州发展：召开2017年度第1次临时股东大会(000802) 北京文化：召开2016年度股东大会(000803) 金宇车城：召开2016年度股东大会(000888) 峨眉山A:召开2016年度股东大会(002054) 德美化工：召开2017年度第2次临时股东大会(002074) 国轩高科：召开2016年度股东大会(002080) 中材科技：召开2016年度股东大会,638,国内新闻,c,1
峨眉山,"
　　暖春时节登山踏青成为人们清明出行的 “心头好”，如华东的黄山风景区、灵山大佛，华中的南岳衡山，华北的盘山风景区、西南的峨眉山，西北的贺兰山等均上榜所属区域的热门景区TOP10",639,国内新闻,c,0
峨眉山,宋城演艺(28.76%，符合预期)，凯撒旅游(21.84%，符合预期)，腾邦国际(26.50%，符合预期)，西安饮食(续亏约800万元，35.90%，符合预期)；(3)增速在0-20%的公司有13个：峨眉山A(11.87%，符合预期)，黄山旅游(15%，符合预期)，西安旅游(0%，符合预期)，曲江文旅(9.03%，符合预期)，张家界(0%，持平，符合预期)，丽江旅游(15.20%，符合预期)，九华,640,国内新闻,c,1
峨眉山,"
　　投资建议：投资组合中我们持续推荐中国国旅(中标香港机场烟酒免税标段，中免资本运作存在预期)、峨眉山A(16年低基数，17年有望实现全面反弹)和首旅酒店(酒店行业数据有弱复苏趋势，整合如家后公司运营效率有望提升)",640,国内新闻,c,1
峨眉山,创电子开元仪器扬杰科技川大智胜沧州明珠首创股份人福医药四川金顶徐工机械海马汽车海欣食品硅宝科技光韵达旋极信息利达光电岭南控股安科生物鼎捷软件道道全伊利股份东莞控股华力创通柳州医药中来股份九强生物普路通峨眉山Ａ沙钢股份金智科技林州重机东方日升豫金刚石易成新能汇金通华策影视洲明科技红墙股份科恒股份京天利湘电股份信达地产锦江股份锦江Ｂ股宁波港亚威股份东诚药业金 融 街茂化实华康强电子新宙邦中国医药伊力特,641,国内新闻,c,1
峨眉山,股份 人福医药 四川金顶 徐工机械 海马汽车 海欣食品 硅宝科技 光韵达 旋极信息 利达光电 岭南控股 安科生物 鼎捷软件 道道全 伊利股份 东莞控股 华力创通 柳州医药 中来股份 九强生物 普路通 峨眉山Ａ 沙钢股份 金智科技 林州重机 东方日升 豫金刚石 易成新能 汇金通 华策影视 洲明科技 红墙股份 科恒股份 京天利 湘电股份 信达地产 锦江股份 锦江Ｂ股 宁波港 亚威股份 东诚药业 金 融,642,国内新闻,c,1
峨眉山,另外，索菲亚、国药股份、招商蛇口、联化科技、峨眉山和省广股份被4家社保基金持有,643,国内新闻,c,1
峨眉山,另外，索菲亚、国药股份、招商蛇口、联化科技、峨眉山和省广股份被4家社保基金持有,644,国内新闻,c,1
峨眉山,"
　　投资建议:看好自然景区板块二三季度旺季行情机会
　　综合来看，我们看好自然景区板块今年二三季度旺季行情投资机会，重点推荐:峨眉山A(客流恢复增长+国企改革下区域资源整合预期)、黄山旅游(客流恢复增长+索道提价/外延扩张/机制改善/高铁预期)、桂林旅游(国资与海航有望共振，区域整合和融资预期强化)、丽江旅游(华邦连续举牌下",645,国内新闻,c,1
峨眉山,"
　　投资建议:看好自然景区板块二三季度旺季行情机会
　　综合来看，我们看好自然景区板块今年二三季度旺季行情投资机会，重点推荐:峨眉山A(客流恢复增长+国企改革下区域资源整合预期)、黄山旅游(客流恢复增长+索道提价/外延扩张/机制改善/高铁预期)、桂林旅游(国资与海航有望共振，区域整合和融资预期强化)、丽江旅游(华邦连续举牌下",646,国内新闻,c,1
峨眉山,另外，索菲亚、国药股份、招商蛇口、联化科技、峨眉山和省广股份被4家社保基金持有,647,国内新闻,c,1
峨眉山,此外，峨眉山、众信旅游、丽江旅游及三特索道也建议关注,648,国内新闻,c,1
峨眉山,个股中涨跌幅前三名的是：峨眉山A（+7.87%）、云南旅游（+4.48%）、西安饮食（+4.43%）,649,国内新闻,c,1
峨眉山,"
　　投资策略组合
　　峨眉山A：1）公司依靠峨眉山优质景区资源为核心进行业务开发，随着景区周边交通的完善及景区小循环的打通将能够提升景区接待能力，以峨眉山景区为核心的门票收入及索道收入将持续增长；2）外延布局看点多多，公司",649,国内新闻,c,1
峨眉山,[买入评级]社会服务业研究周报：峨眉山A董事长因年龄原因光荣卸任 首都机场免税招标项目4月6日开标,649,国内新闻,t,1
峨眉山,"26
 飞亚达Ａ
 331，259
 4，727，065.93
 3.17
 
 4
 600329
 中新药业
 254，571
 4，648，466.46
 3.12
 
 5
 000888
 峨眉山Ａ
 329，000
 4，507，300.00
 3.02
 
 6
 000049
 德赛电池
 76，577
 3，936，057.80
 2.64
 
 7
 601006
 大秦铁路
",650,国内新闻,c,1
峨眉山,"0887
 伊利股份
 53，800
 1，017，358.00
 2.56
 
 5
 600584
 长电科技
 53，500
 1，010，080.00
 2.54
 
 6
 000888
 峨眉山Ａ
 73，500
 1，006，950.00
 2.53
 
 7
 600522
 中天科技
 84，300
 993，897.00
 2.50
 
 8
 000661
 长春高新
 8，",651,国内新闻,c,1
峨眉山,"
　　暖春时节登山踏青成为人们清明出行的 “心头好”，如华东的黄山风景区、灵山大佛，华中的南岳衡山，华北的盘山风景区、西南的峨眉山，西北的贺兰山等均上榜所属区域的热门景区TOP10",652,国内新闻,c,0
峨眉山,　　4月份金股:海利得(行情002206，买入)、坚瑞沃能(行情300116，买入)、峨眉山A(行情000888，买入)、现代制药(行情600420，买入)、贵州茅台(行情600519，买入)、海大集团(行情002311，买入)、永辉超市(行情601933，买入)、歌力思(行情6038,653,国内新闻,c,1
峨眉山,"
　　具体的4月份金股是:海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行",653,国内新闻,c,1
峨眉山,"　　4月份金股：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行；
　　雄安主题十大龙头：乐凯新材、雏鹰农牧、冀东水泥、唐山港、东方能源、先河环保、长青集团、棕榈股份、华夏幸福、京汉股份",654,国内新闻,c,1
峨眉山,"
　　具体的4月份金股是：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行",654,国内新闻,c,1
峨眉山,"[中国基金网6日讯]
  4月份金股：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行；
  雄安主题十大龙头：乐凯新材、雏鹰农牧、冀东水泥、唐山港、东方能源、先河环保、长青集团、棕榈股份、华夏幸福、京汉股份",655,国内新闻,c,1
峨眉山,"
  具体的4月份金股是：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行",655,国内新闻,c,1
峨眉山,"　　4月份金股：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行；
　　雄安主题十大龙头：乐凯新材、雏鹰农牧、冀东水泥、唐山港、东方能源、先河环保、长青集团、棕榈股份、华夏幸福、京汉股份",656,国内新闻,c,1
峨眉山,"货""第11页：很明显是有机构在""压盘出货""第12页：很明显是有机构在""压盘出货""第13页：很明显是有机构在""压盘出货""
　　4月市场展望：主题表现强势 指数震荡可控
　　4月份金股：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行；
　　雄安主题十大龙头：乐凯新材、雏鹰农牧、冀东水泥、唐山港、东方能源、先河环保、长青集团、棕榈股份、华夏幸福、京汉股份",657,国内新闻,c,1
峨眉山,"
　　具体的4月份金股是：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行",657,国内新闻,c,1
峨眉山,"022.0221.929.61
000877天山股份0.10230.000.36014.8414.80116.96
000885同力水泥-0.000.10023.1923.1843.86
000888峨眉山Ａ-0.000.80013.8613.787.61
000890法 尔 胜0.35560.001.00010.7410.64-11.17
000895双汇发展-0.0012.00022.7421",658,国内新闻,c,1
峨眉山,综上，我们推荐三特索道、峨眉山A、张家界以及中青旅,659,国内新闻,c,1
峨眉山,"
　　其中在景点门票产品上，去年一块去除了原有重点推广的长隆乐园、同里古镇、黄山等景区产品以外，拓展了上海迪士尼、峨眉山、武当山、等景区的合作与推广，这使得其门票收入出现倍增",660,国内新闻,c,2
峨眉山,"　　金顶花开
　　四月的峨眉山，山上杜鹃正艳，山下樱花美到暴",661,国内新闻,c,0
峨眉山,进入四月，峨眉山气温急速升高，气温维持在14―26摄氏度之间，山下桃花、李花、樱花竞相开放，高山有名的杜鹃花依山势渐次放朵,661,国内新闻,c,1
峨眉山,近日，距离峨眉山20多公里的乐山沙湾区轸溪乡双山村一处幽静的山谷中，数千亩樱花正红，吸引乐山峨眉周边众多的市民慕名前往踏青赏花，畅游美丽的樱花大道,661,国内新闻,c,0
峨眉山,"
　　而这个时候的峨眉山上，也进入高山杜鹃花的最佳观赏季节",661,国内新闻,c,0
峨眉山,峨眉山高山杜鹃，先盛开的是九老洞、华严顶一带的“大钟杜鹃”，盛开在大乘寺、雷洞坪、弓背山一带的“美容杜鹃”，俗称“美人红”，以叶大花繁色艳而冠压群芳，有“杜鹃皇后”之美誉,661,国内新闻,c,0
峨眉山,"
　　峨眉山赏花攻略，第一天，一早从成都出发――经乐成高速――到达峨眉山――登金顶赏高山杜鹃，中午金顶美食林用午餐，下午从金顶出发，前往中山万年寺赏牡丹花，下山后在峨眉山脚泡氡水养生温泉，晚上入住报国寺景区的峨眉山大酒店、或其他经济酒店",661,国内新闻,c,2
峨眉山,"
　　点击这里收看中国最棒的视频旅游资讯>>
　　峨眉山赏花季春暖花开",661,国内新闻,c,0
峨眉山,四月的峨眉山花开正艳进入最佳赏花季,661,国内新闻,t,0
峨眉山,股份 人福医药 四川金顶 徐工机械 海马汽车 海欣食品 硅宝科技 光韵达 旋极信息 利达光电 岭南控股 安科生物 鼎捷软件 道道全 伊利股份 东莞控股 华力创通 柳州医药 中来股份 九强生物 普路通 峨眉山Ａ 沙钢股份 金智科技 林州重机 东方日升 豫金刚石 易成新能 汇金通 华策影视 洲明科技 红墙股份 科恒股份 京天利 湘电股份 信达地产 锦江股份 锦江Ｂ股 宁波港 亚威股份 东诚药业 金 融,662,国内新闻,c,1
峨眉山,"4月份金股：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行；
雄安主题十大龙头：乐凯新材、雏鹰农牧、冀东水泥、唐山港、东方能源、先河环保、长青集团、棕榈股份、华夏幸福、京汉股份",663,国内新闻,c,1
峨眉山,"
具体的4月份金股是：海利得、坚瑞沃能、峨眉山A、现代制药、贵州茅台、海大集团、永辉超市、歌力思、大秦铁路和招商银行",663,国内新闻,c,1
峨眉山,①峨眉山如期委任新董事长，公司或将迎来治理机制改善；②参考景区龙头黄山、中青旅、宋城，市场化运行机制改善后公司盈利能力存在较大提升空间；③公司为四川省内唯一旅游类上市公司平台，存在资产整合及外延发展预期,664,国内新闻,c,1
峨眉山,①峨眉山A与黄山旅游同为国资背景，股权性质相似，核心资产均为景区+索道，资源禀赋类似具有可比性；②黄山管理层更替后市场化运营，从组织架构、激励机制、公司战略、内部控制、营销战略五方面全面革新，净利率累计,664,国内新闻,c,1
峨眉山,从国内景区经验看机制改善对峨眉山影响：士别三日，如何刮目去看,664,国内新闻,t,0
峨眉山,"01.8710.3320.77
603822嘉澳环保51.5310.1522.24
300521爱 司 凯91.4410.8115.92
600226升华拜克81.3610.435.90
000888峨眉山Ａ81.239.6211.96
002563森马服饰100.9916.425.62
002772众兴菌业60.975.056.56
002557洽洽食品110.979.496.92
600056",665,国内新闻,c,1
峨眉山,"
　　4 月份核心推荐标的如下：
　　峨眉山A：1、随着天气好转及周边交通进一步改善（高铁提速、增加趟次），17 年客流在16 年低基数下反弹应是大概率事件",666,国内新闻,c,1
峨眉山,个股中，涨幅较大的为中国国旅（15.41%）、峨眉山A（14.84%）以及云南旅游（7.85%）；跌幅较大的为华天酒店（-15.29%）、金陵饭店（-10.59%）以及长白山（-8.54%）,666,国内新闻,c,1
峨眉山,公司层面上，峨眉山A 以7.87%的涨幅领涨板块，我们从3 月中上旬即提示：在去年诸多不可抗力因素造成的低基数下，17 年二三季度景区业绩回升确定性较大，景区板块将有较好的收益，龙头公司具有股价溢价优势，逻辑得到市场验证,667,国内新闻,c,1
峨眉山,峨眉山A 董事长换届，有望为公司注入新活力,667,国内新闻,c,1
峨眉山,峨眉山A 此次换届后预计将加快现有项目的推进速度，母公司优质资产（景区大巴车等）也有望与上市公司开展更深入的合作,667,国内新闻,c,1
峨眉山,"
　　3.峨眉山A深度报告：预计17/18/19 年公司实现归母净利润分别为2.07/2.36/2.66 亿元，不考虑未来的非经常性损益，EPS 分别为0.39/0.45/0.51 元，对应PE 为35/30/27 倍",667,国内新闻,c,1
峨眉山,"
　　17 年二三季度景区业绩回升确定性较大，我们认为景区板块将有较好的收益，板块龙头峨眉山A 具有股价溢价优势，维持“买入”评级",667,国内新闻,c,1
峨眉山,4.峨眉山A：马元祝去公司董事及董事长职务以及提名王东同志为公司董事及董事长候选人,667,国内新闻,c,1
峨眉山,"
　　2017-04-07 峨眉山A 股东大会；全聚德业绩发布会召开；2017-04-08大连圣亚年报预计披露",667,国内新闻,c,1
峨眉山,"
　　推荐标的：投资组合中我们持续推荐中国国旅（4 月6 日机场免税即将开标，中免资本运作存在预期）、峨眉山A（16 年低基数，17 年有望实现全面反弹）和首旅酒店（酒店行业数据有弱复苏趋势，整合如家后公司运营效率有望提升）",667,国内新闻,c,1
峨眉山,[中性评级]休闲服务行业周报：峨眉山拟变更董事长 首都机场免税店周四开标,667,国内新闻,t,2
峨眉山,维持对板块的“增持”评级，推荐黄山旅游、丽江旅游、峨眉山、众信旅游,668,国内新闻,c,1
峨眉山,"诺华 洁美科技
　　【股东大会召开日】
　　广百股份 海陆重工 普邦股份 力合股份 元祖股份 欧菲光 长生生物 探路者 万孚生物 德美化工 栋梁新材 超华科技 铁汉生态 积成电子 天孚通信 漳州发展 峨眉山Ａ 国轩高科 伟星新材 重庆路桥 *ST新梅 京汉股份 *ST金宇 鹏翎股份 地尔汉宇 彩虹股份 锦富技术 当升科技 华媒控股 开山股份 西陇科学 江阴银行 国瓷材料 百川能源 吉林高速 王府井",669,国内新闻,c,1
峨眉山,4月1日，峨眉山旅游股份有限公司（以下简称“峨眉山A”，000888.SZ）发布公告称，公司董事会于2017年3月22日收到公司董事长马元祝递交的书面辞职报告,670,国内新闻,c,1
峨眉山,"
在峨眉山景区及峨眉山A的治理和发展中，马元祝作为核心人物，主导了峨眉山成功申报世界遗产，推动峨眉山改组上市等，并带领峨眉山进入高速增长期",670,国内新闻,c,1
峨眉山,”峨眉山A董秘办公室负责人在接受《中国经营报》记者采访时表示,670,国内新闻,c,1
峨眉山,"
此外，根据峨眉山A近日披露的年报数据显示，2016年实现营收10.4亿元，同比下降2.2%；归属母公司净利润1.9亿元，同比下降2.6%",670,国内新闻,c,1
峨眉山,"
这是继2015年业绩增速大幅放缓后，峨眉山A在近3年内首次出现业绩下滑",670,国内新闻,c,1
峨眉山,峨眉山A表示，旺季雨水天气叠加金顶佛像贴金身修缮客流减少为营收下滑主要因素,670,国内新闻,c,1
峨眉山,"
营收下滑
作为四川省旅游上市公司中的排头兵，峨眉山A自1997年上市以来，围绕5A级风景区峨眉山风景区的游山门票、客运索道、旅游宾馆、水电综合开发、旅行社等发展业务，其中，游山门票收入占据业绩收入的半壁江山",670,国内新闻,c,1
峨眉山,"
数据显示，2016年峨眉山A游山门票收入4.39亿元，占营业收入的42.14%，同比减少4.20%",670,国内新闻,c,1
峨眉山,"
不仅游山门票业务遇冷，随着峨眉山景区游山人数的微降，峨眉山A的客运索道、酒店宾馆业务均受到不同程度的影响",670,国内新闻,c,1
峨眉山,数据显示，2015年峨眉山实现游山票售票330.81万人次，但2016年全年实现游山人数329.9万人次，索道业务营收则同比下降8%,670,国内新闻,c,2
峨眉山,"
此外，峨眉山A于2015年1月投入运营的成都峨眉山国际大酒店改建项目，2016年账面效益亏损215.93万元",670,国内新闻,c,1
峨眉山,例如，峨眉山A的游山门票支出占总营业成本的46.32%，达到2.84亿元,670,国内新闻,c,1
峨眉山,"
根据峨眉山A与峨眉山管委会签订的协议，峨眉山A 每年所获游山门票收入，在扣除游山票制作费、游客人身保险费、峨眉山旅游风景保护基金等并交纳税费后剩余的50%支付给峨眉山管委会",670,国内新闻,c,1
峨眉山,"
据了解，2016年峨眉山A应支付给峨眉山管委会的门票专营权使用费就达到1.82亿元",670,国内新闻,c,1
